nome,bruto,processado
jims-magic-missile,"
Jim's Magic Missile







Source: Acquisitions Inc.
1st-level evocation
Casting Time: 1 action
Range: 120 feet
Components: V, S, M (1 gold coin, which is consumed as tax for using the spell)
Duration: Instantaneous
You create three twisting, whistling, hypoallergenic, gluten-free darts of magical force. Each dart can target a creature of your choice that you can see within range. Make a ranged spell attack for each missile. On a hit, the missile does 2d4 force damage.
If the attack roll scores a critical, the missile does 5d4 force damage instead of the 4d4 force that you would normally get on a critical. If any of the attack roll is a natural one, all missiles turn around and hit the caster for 1 force damage per missile.
At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, the spell creates one more dart for each slot level above 1st. This also increases the tax by 1 gp per spell slot over 1st.
Spell Lists. Wizard












","['jims', 'magic', 'missile', 'source', 'acquisitions', 'inc', '1stlevel', 'evocation', 'casting', 'time', '1', 'action', 'range', '120', 'feet', 'components', 'v', '1', 'gold', 'coin', 'consumed', 'tax', 'using', 'spell', 'duration', 'instantaneous', 'create', 'three', 'twisting', 'whistling', 'hypoallergenic', 'glutenfree', 'darts', 'magical', 'force', 'dart', 'target', 'creature', 'choice', 'see', 'within', 'range', 'make', 'ranged', 'spell', 'attack', 'missile', 'hit', 'missile', '2d4', 'force', 'damage', 'attack', 'roll', 'scores', 'critical', 'missile', '5d4', 'force', 'damage', 'instead', '4d4', 'force', 'would', 'normally', 'get', 'critical', 'attack', 'roll', 'natural', 'one', 'missiles', 'turn', 'around', 'hit', 'caster', '1', 'force', 'damage', 'per', 'missile', 'higher', 'levels', 'cast', 'spell', 'using', 'spell', 'slot', '2nd', 'level', 'higher', 'spell', 'creates', 'one', 'dart', 'slot', 'level', '1st', 'also', 'increases', 'tax', '1', 'gp', 'per', 'spell', 'slot', '1st', 'spell', 'lists', 'wizard']"
jump,"
Jump







Source: Player's Handbook
1st-level transmutation
Casting Time: 1 action
Range: Touch
Components: V, S, M (a grasshopper’s hind leg)
Duration: 1 minute
You touch a creature. The creature’s jump distance is tripled until the spell ends.
Spell Lists. Artificer, Druid, Ranger, Sorcerer, Wizard












","['jump', 'source', 'players', 'handbook', '1stlevel', 'transmutation', 'casting', 'time', '1', 'action', 'range', 'touch', 'components', 'v', 'grasshopper’s', 'hind', 'leg', 'duration', '1', 'minute', 'touch', 'creature', 'creature’s', 'jump', 'distance', 'tripled', 'spell', 'ends', 'spell', 'lists', 'artificer', 'druid', 'ranger', 'sorcerer', 'wizard']"
longstrider,"
Longstrider







Source: Player's Handbook
1st-level transmutation
Casting Time: 1 action
Range: Touch
Components: V, S, M (a pinch of dirt)
Duration: 1 hour
You touch a creature. The target’s speed increases by 10 feet until the spell ends.
At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st.
Spell Lists. Artificer, Bard, Druid, Ranger, Wizard












","['longstrider', 'source', 'players', 'handbook', '1stlevel', 'transmutation', 'casting', 'time', '1', 'action', 'range', 'touch', 'components', 'v', 'pinch', 'dirt', 'duration', '1', 'hour', 'touch', 'creature', 'target’s', 'speed', 'increases', '10', 'feet', 'spell', 'ends', 'higher', 'levels', 'cast', 'spell', 'using', 'spell', 'slot', '2nd', 'level', 'higher', 'target', 'one', 'additional', 'creature', 'slot', 'level', '1st', 'spell', 'lists', 'artificer', 'bard', 'druid', 'ranger', 'wizard']"
mage-armor,"
Mage Armor







Source: Player's Handbook
1st-level abjuration
Casting Time: 1 action
Range: Touch
Components: V, S, M (a piece of cured leather)
Duration: 8 hours
You touch a willing creature who isn’t wearing armor, and a protective magical force surrounds it until the spell ends. The target’s base AC becomes 13 + its Dexterity modifier. The spell ends if the target dons armor or if you dismiss the spell as an action.
Spell Lists. Sorcerer, Wizard












","['mage', 'armor', 'source', 'players', 'handbook', '1stlevel', 'abjuration', 'casting', 'time', '1', 'action', 'range', 'touch', 'components', 'v', 'piece', 'cured', 'leather', 'duration', '8', 'hours', 'touch', 'willing', 'creature', 'isn’t', 'wearing', 'armor', 'protective', 'magical', 'force', 'surrounds', 'spell', 'ends', 'target’s', 'base', 'ac', 'becomes', '13', 'dexterity', 'modifier', 'spell', 'ends', 'target', 'dons', 'armor', 'dismiss', 'spell', 'action', 'spell', 'lists', 'sorcerer', 'wizard']"
magic-missile,"
Magic Missile







Source: Player's Handbook
1st-level evocation
Casting Time: 1 action
Range: 120 feet
Components: V, S
Duration: Instantaneous
You create three glowing darts of magical force. Each dart hits a creature of your choice that you can see within range. A dart deals 1d4 + 1 force damage to its target. The darts all strike simultaneously and you can direct them to hit one creature or several.
At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, the spell creates one more dart for each slot level above 1st.
Spell Lists. Sorcerer, Wizard












","['magic', 'missile', 'source', 'players', 'handbook', '1stlevel', 'evocation', 'casting', 'time', '1', 'action', 'range', '120', 'feet', 'components', 'v', 'duration', 'instantaneous', 'create', 'three', 'glowing', 'darts', 'magical', 'force', 'dart', 'hits', 'creature', 'choice', 'see', 'within', 'range', 'dart', 'deals', '1d4', '1', 'force', 'damage', 'target', 'darts', 'strike', 'simultaneously', 'direct', 'hit', 'one', 'creature', 'several', 'higher', 'levels', 'cast', 'spell', 'using', 'spell', 'slot', '2nd', 'level', 'higher', 'spell', 'creates', 'one', 'dart', 'slot', 'level', '1st', 'spell', 'lists', 'sorcerer', 'wizard']"
magnify-gravity,"
Magnify Gravity







Source: Explorer's Guide to Wildemount
1st-level transmutation (dunamancy:graviturgy)
Casting Time: 1 action
Range: 60 feet
Components: V, S
Duration: 1 round
The gravity in a 10-foot-radius sphere centered on a point you can see within range increases for a moment. Each creature in the sphere on the turn when you cast the spell must make a Constitution saving throw. On a failed save, a creature takes 2d8 force damage, and its speed is halved until the end of its next turn. On a successful save, a creature takes half as much damage and suffers no reduction to its speed.
Until the start of your next turn, any object that isn't being worn or carried in the sphere requires a successful Strength check against your spell save DC to pick up or move.
At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.
Spell Lists. Wizard (Dunamancy)












","['magnify', 'gravity', 'source', 'explorers', 'guide', 'wildemount', '1stlevel', 'transmutation', 'dunamancygraviturgy', 'casting', 'time', '1', 'action', 'range', '60', 'feet', 'components', 'v', 'duration', '1', 'round', 'gravity', '10footradius', 'sphere', 'centered', 'point', 'see', 'within', 'range', 'increases', 'moment', 'creature', 'sphere', 'turn', 'cast', 'spell', 'must', 'make', 'constitution', 'saving', 'throw', 'failed', 'save', 'creature', 'takes', '2d8', 'force', 'damage', 'speed', 'halved', 'end', 'next', 'turn', 'successful', 'save', 'creature', 'takes', 'half', 'much', 'damage', 'suffers', 'reduction', 'speed', 'start', 'next', 'turn', 'object', 'isnt', 'worn', 'carried', 'sphere', 'requires', 'successful', 'strength', 'check', 'spell', 'save', 'dc', 'pick', 'move', 'higher', 'levels', 'cast', 'spell', 'using', 'spell', 'slot', '2nd', 'level', 'higher', 'damage', 'increases', '1d8', 'slot', 'level', '1st', 'spell', 'lists', 'wizard', 'dunamancy']"
protection-from-evil-and-good,"
Protection from Evil and Good







Source: Player's Handbook
1st-level abjuration
Casting Time: 1 action
Range: Touch
Components: V, S, M (holy water or powdered silver and iron, which the spell consumes)
Duration: Concentration, up to 10 minutes
Until the spell ends, one willing creature you touch is protected against certain types of creatures: aberrations, celestials, elementals, fey, fiends, and undead.
The protection grants several benefits. Creatures of those types have disadvantage on attack rolls against the target. The target also can't be charmed, frightened, or possessed by them. If the target is already charmed, frightened, or possessed by such a creature, the target has advantage on any new saving throw against the relevant effect.
Spell Lists. Cleric, Druid (Optional), Paladin, Warlock, Wizard












","['protection', 'evil', 'good', 'source', 'players', 'handbook', '1stlevel', 'abjuration', 'casting', 'time', '1', 'action', 'range', 'touch', 'components', 'v', 'holy', 'water', 'powdered', 'silver', 'iron', 'spell', 'consumes', 'duration', 'concentration', '10', 'minutes', 'spell', 'ends', 'one', 'willing', 'creature', 'touch', 'protected', 'certain', 'types', 'creatures', 'aberrations', 'celestials', 'elementals', 'fey', 'fiends', 'undead', 'protection', 'grants', 'several', 'benefits', 'creatures', 'types', 'disadvantage', 'attack', 'rolls', 'target', 'target', 'also', 'cant', 'charmed', 'frightened', 'possessed', 'target', 'already', 'charmed', 'frightened', 'possessed', 'creature', 'target', 'advantage', 'new', 'saving', 'throw', 'relevant', 'effect', 'spell', 'lists', 'cleric', 'druid', 'optional', 'paladin', 'warlock', 'wizard']"
puppet,"
Puppet (UA)







Source: Unearthed Arcana 36 - Starter Spells
1st-level enchantment
Casting Time: 1 action
Range: 120 feet
Components: V
Duration: Instantaneous
Your gesture forces one humanoid you can see within range to make a Constitution saving throw. On a failed save, the target must move up to its speed in a direction you choose. In addition, you can cause the target to drop whatever it is holding. This spell has no effect on a humanoid that is immune to being charmed.
Spell Lists. Bard, Warlock, Wizard

+ Show HB Suggestion

- Hide HB Suggestion

HBThis spell is somewhat overpowered. Forced movement is one thing, but forced disarmament is very strong. I would recommend allowing only forced movement or forced disarmament, not both.















","['puppet', 'ua', 'source', 'unearthed', 'arcana', '36', 'starter', 'spells', '1stlevel', 'enchantment', 'casting', 'time', '1', 'action', 'range', '120', 'feet', 'components', 'v', 'duration', 'instantaneous', 'gesture', 'forces', 'one', 'humanoid', 'see', 'within', 'range', 'make', 'constitution', 'saving', 'throw', 'failed', 'save', 'target', 'must', 'move', 'speed', 'direction', 'choose', 'addition', 'cause', 'target', 'drop', 'whatever', 'holding', 'spell', 'effect', 'humanoid', 'immune', 'charmed', 'spell', 'lists', 'bard', 'warlock', 'wizard', 'show', 'hb', 'suggestion', 'hide', 'hb', 'suggestion', 'hbthis', 'spell', 'somewhat', 'overpowered', 'forced', 'movement', 'one', 'thing', 'forced', 'disarmament', 'strong', 'would', 'recommend', 'allowing', 'forced', 'movement', 'forced', 'disarmament']"
purify-food-and-drink,"
Purify Food and Drink







Source: Player's Handbook
1st-level transmutation (ritual)
Casting Time: 1 action
Range: 10 feet
Components: V, S
Duration: Instantaneous
All nonmagical food and drink within a 5-foot-radius sphere centered on a point of your choice within range is purified and rendered free of poison and disease.
Spell Lists. Artificer, Cleric, Druid, Paladin












","['purify', 'food', 'drink', 'source', 'players', 'handbook', '1stlevel', 'transmutation', 'ritual', 'casting', 'time', '1', 'action', 'range', '10', 'feet', 'components', 'v', 'duration', 'instantaneous', 'nonmagical', 'food', 'drink', 'within', '5footradius', 'sphere', 'centered', 'point', 'choice', 'within', 'range', 'purified', 'rendered', 'free', 'poison', 'disease', 'spell', 'lists', 'artificer', 'cleric', 'druid', 'paladin']"
ray-of-sickness,"
Ray of Sickness







Source: Player's Handbook
1st-level necromancy
Casting Time: 1 action
Range: 60 feet
Components: V, S
Duration: Instantaneous
A ray of sickening greenish energy lashes out toward a creature within range. Make a ranged spell attack against the target. On a hit, the target takes 2d8 poison damage and must make a Constitution saving throw. On a failed save, it is also poisoned until the end of your next turn.
At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.
Spell Lists. Sorcerer, Wizard












","['ray', 'sickness', 'source', 'players', 'handbook', '1stlevel', 'necromancy', 'casting', 'time', '1', 'action', 'range', '60', 'feet', 'components', 'v', 'duration', 'instantaneous', 'ray', 'sickening', 'greenish', 'energy', 'lashes', 'toward', 'creature', 'within', 'range', 'make', 'ranged', 'spell', 'attack', 'target', 'hit', 'target', 'takes', '2d8', 'poison', 'damage', 'must', 'make', 'constitution', 'saving', 'throw', 'failed', 'save', 'also', 'poisoned', 'end', 'next', 'turn', 'higher', 'levels', 'cast', 'spell', 'using', 'spell', 'slot', '2nd', 'level', 'higher', 'damage', 'increases', '1d8', 'slot', 'level', '1st', 'spell', 'lists', 'sorcerer', 'wizard']"
remote-access,"
Remote Access (UA)







Source: Unearthed Arcana 7 - Modern Magic
1st-level transmutation (technomagic)
Casting Time: 1 action
Range: 120 feet
Components: V, S
Duration: 10 minutes
You can use any electronic device within range as if it were in your hands. This is not a telekinesis effect. Rather, this spell allows you to simulate a device's mechanical functions electronically. You are able to access only functions that a person using the device manually would be able to access. You can use remote access with only one device at a time.
Spell Lists. Sorcerer, Warlock, Wizard












","['remote', 'access', 'ua', 'source', 'unearthed', 'arcana', '7', 'modern', 'magic', '1stlevel', 'transmutation', 'technomagic', 'casting', 'time', '1', 'action', 'range', '120', 'feet', 'components', 'v', 'duration', '10', 'minutes', 'use', 'electronic', 'device', 'within', 'range', 'hands', 'telekinesis', 'effect', 'rather', 'spell', 'allows', 'simulate', 'devices', 'mechanical', 'functions', 'electronically', 'able', 'access', 'functions', 'person', 'using', 'device', 'manually', 'would', 'able', 'access', 'use', 'remote', 'access', 'one', 'device', 'time', 'spell', 'lists', 'sorcerer', 'warlock', 'wizard']"
